BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
82,Myanmar,1955,MF,25,999,76.40,13.70,4.02,9.50,1.84,0.40,0.26,1.20,0.75,0.44,0.01,8505,MMR,East Asia and the Pacific
82,Myanmar,1960,MF,25,999,77.60,13.65,4.01,8.43,1.64,0.34,0.22,1.11,0.70,0.39,0.01,9135,MMR,East Asia and the Pacific
82,Myanmar,1965,MF,25,999,77.70,14.08,4.24,7.92,1.54,0.32,0.21,1.07,0.70,0.37,0.01,9822,MMR,East Asia and the Pacific
82,Myanmar,1970,MF,25,999,77.64,13.75,4.24,8.33,1.73,0.29,0.18,1.10,0.70,0.39,0.01,10775,MMR,East Asia and the Pacific
82,Myanmar,1975,MF,25,999,78.30,12.40,3.78,9.10,2.10,0.20,0.12,1.12,0.70,0.42,0.01,12044,MMR,East Asia and the Pacific
82,Myanmar,1980,MF,25,999,67.12,20.03,6.05,12.02,3.05,0.83,0.51,1.65,1.04,0.59,0.03,13591,MMR,East Asia and the Pacific
82,Myanmar,1985,MF,25,999,55.80,27.70,8.47,14.50,4.55,2.00,1.28,2.24,1.38,0.79,0.07,15354,MMR,East Asia and the Pacific
82,Myanmar,1990,MF,25,999,43.37,44.96,13.95,7.50,3.05,4.18,2.69,2.39,1.65,0.61,0.14,17314,MMR,East Asia and the Pacific
82,Myanmar,1995,MF,25,999,37.26,49.48,15.81,8.86,4.68,4.40,2.83,2.69,1.84,0.71,0.14,19681,MMR,East Asia and the Pacific
82,Myanmar,2000,MF,25,999,31.11,54.34,18.35,10.00,6.30,4.55,2.92,3.08,2.13,0.80,0.15,22572,MMR,East Asia and the Pacific
82,Myanmar,2005,MF,25,999,25.12,59.20,21.44,10.64,7.57,5.04,3.22,3.48,2.43,0.88,0.17,25691,MMR,East Asia and the Pacific
82,Myanmar,2010,MF,25,999,20.05,62.08,24.32,11.59,9.00,6.27,4.00,3.95,2.73,1.02,0.21,28769,MMR,East Asia and the Pacific
134,Papua New Guinea,1950,MF,25,999,94.55,5.08,0.17,0.38,0.16,0.04,0.03,0.21,0.18,0.02,0.00,746,PNG,East Asia and the Pacific
134,Papua New Guinea,1955,MF,25,999,92.88,6.51,0.22,0.64,0.26,0.04,0.03,0.28,0.24,0.03,0.00,760,PNG,East Asia and the Pacific
134,Papua New Guinea,1960,MF,25,999,91.57,7.59,0.26,0.86,0.35,0.04,0.03,0.34,0.29,0.04,0.00,797,PNG,East Asia and the Pacific
134,Papua New Guinea,1965,MF,25,999,88.43,9.96,0.36,1.56,0.63,0.10,0.06,0.49,0.41,0.08,0.00,807,PNG,East Asia and the Pacific
134,Papua New Guinea,1970,MF,25,999,83.90,11.75,0.49,2.10,0.86,2.25,1.42,0.94,0.63,0.24,0.07,935,PNG,East Asia and the Pacific
134,Papua New Guinea,1975,MF,25,999,82.62,12.96,2.67,4.25,1.79,0.20,0.12,0.96,0.74,0.22,0.01,1035,PNG,East Asia and the Pacific
134,Papua New Guinea,1980,MF,25,999,80.67,12.89,4.88,6.15,2.75,0.29,0.14,1.25,0.92,0.32,0.01,1177,PNG,East Asia and the Pacific
134,Papua New Guinea,1985,MF,25,999,73.22,17.44,6.89,8.81,4.09,0.55,0.34,1.78,1.29,0.47,0.02,1342,PNG,East Asia and the Pacific
134,Papua New Guinea,1990,MF,25,999,66.15,22.17,11.54,11.02,5.34,0.67,0.40,2.32,1.71,0.59,0.02,1541,PNG,East Asia and the Pacific
134,Papua New Guinea,1995,MF,25,999,59.08,26.79,17.20,13.30,6.64,0.83,0.48,2.91,2.17,0.71,0.03,1786,PNG,East Asia and the Pacific
134,Papua New Guinea,2000,MF,25,999,52.50,35.03,25.54,11.04,5.58,1.43,0.79,3.25,2.57,0.64,0.04,2070,PNG,East Asia and the Pacific
134,Papua New Guinea,2005,MF,25,999,46.87,41.87,32.63,9.62,5.00,1.63,0.88,3.54,2.91,0.58,0.05,2360,PNG,East Asia and the Pacific
134,Papua New Guinea,2010,MF,25,999,40.89,48.64,40.82,8.91,4.73,1.56,0.84,3.91,3.31,0.54,0.05,2710,PNG,East Asia and the Pacific
98,Philippines,1950,MF,25,999,55.50,34.00,7.57,7.80,4.79,2.70,1.95,2.33,1.88,0.36,0.09,7697,PHL,East Asia and the Pacific
98,Philippines,1955,MF,25,999,36.30,49.60,11.83,8.60,5.26,5.50,3.94,3.37,2.69,0.50,0.19,8466,PHL,East Asia and the Pacific
98,Philippines,1960,MF,25,999,33.50,49.70,12.59,10.60,6.45,6.20,4.46,3.68,2.88,0.59,0.21,9628,PHL,East Asia and the Pacific
98,Philippines,1965,MF,25,999,26.66,53.30,15.38,12.55,7.58,7.51,5.42,4.22,3.26,0.70,0.26,11079,PHL,East Asia and the Pacific
98,Philippines,1970,MF,25,999,19.80,56.30,18.10,14.20,8.50,9.60,6.97,4.83,3.66,0.84,0.33,12791,PHL,East Asia and the Pacific
98,Philippines,1975,MF,25,999,14.10,57.60,21.70,16.40,9.62,11.90,7.53,5.46,4.08,1.00,0.39,14792,PHL,East Asia and the Pacific
98,Philippines,1980,MF,25,999,11.70,54.10,22.80,18.90,10.77,15.20,9.83,6.05,4.35,1.20,0.50,17443,PHL,East Asia and the Pacific
98,Philippines,1985,MF,25,999,8.39,49.47,22.53,24.05,13.30,17.91,12.35,6.75,4.68,1.46,0.61,20285,PHL,East Asia and the Pacific
98,Philippines,1990,MF,25,999,6.70,46.90,22.61,27.20,14.75,18.70,13.55,7.07,4.84,1.59,0.64,23629,PHL,East Asia and the Pacific
98,Philippines,1995,MF,25,999,6.13,42.55,21.66,29.19,15.96,21.87,16.46,7.53,4.99,1.78,0.77,27480,PHL,East Asia and the Pacific
98,Philippines,2000,MF,25,999,6.11,38.50,20.65,29.69,17.15,25.69,19.82,7.97,5.10,1.96,0.91,31913,PHL,East Asia and the Pacific
98,Philippines,2005,MF,25,999,5.63,34.65,19.55,31.72,18.15,28.00,21.46,8.32,5.21,2.12,0.99,37032,PHL,East Asia and the Pacific
98,Philippines,2010,MF,25,999,4.82,30.40,18.00,35.28,19.86,29.50,22.37,8.66,5.34,2.28,1.04,42640,PHL,East Asia and the Pacific
92,Republic of Korea,1950,MF,25,999,33.91,59.31,48.77,5.55,3.01,1.19,0.80,4.01,3.65,0.33,0.04,7495,KOR,East Asia and the Pacific
92,Republic of Korea,1955,MF,25,999,29.70,62.10,52.51,6.80,3.67,1.50,1.03,4.39,3.94,0.40,0.05,8584,KOR,East Asia and the Pacific
92,Republic of Korea,1960,MF,25,999,56.90,29.60,26.20,10.90,5.80,2.60,1.88,3.23,2.48,0.66,0.09,9818,KOR,East Asia and the Pacific
92,Republic of Korea,1965,MF,25,999,43.60,35.20,33.50,17.50,7.55,3.60,2.67,4.42,3.33,0.97,0.13,11282,KOR,East Asia and the Pacific
92,Republic of Korea,1970,MF,25,999,34.30,38.10,36.50,21.80,9.90,5.70,4.29,5.38,3.89,1.29,0.20,12809,KOR,East Asia and the Pacific
92,Republic of Korea,1975,MF,25,999,25.20,39.20,37.40,28.70,13.04,6.90,5.29,6.34,4.43,1.67,0.24,14462,KOR,East Asia and the Pacific
92,Republic of Korea,1980,MF,25,999,19.70,34.50,33.04,36.90,18.70,8.90,6.58,7.29,4.77,2.20,0.31,16401,KOR,East Asia and the Pacific
92,Republic of Korea,1985,MF,25,999,15.41,27.62,26.55,45.26,24.42,11.71,8.19,8.23,5.04,2.79,0.40,19973,KOR,East Asia and the Pacific
92,Republic of Korea,1990,MF,25,999,14.22,24.35,23.43,41.86,25.14,19.57,12.67,8.95,5.12,3.18,0.64,23040,KOR,East Asia and the Pacific
92,Republic of Korea,1995,MF,25,999,8.70,18.20,17.30,51.90,36.20,21.10,12.62,10.03,5.45,3.91,0.67,26171,KOR,East Asia and the Pacific
92,Republic of Korea,2000,MF,25,999,7.45,14.79,14.21,50.90,35.98,26.82,14.75,10.58,5.53,4.22,0.83,29373,KOR,East Asia and the Pacific
92,Republic of Korea,2005,MF,25,999,5.62,12.70,12.27,49.69,37.12,31.99,16.26,11.14,5.65,4.52,0.97,31973,KOR,East Asia and the Pacific
92,Republic of Korea,2010,MF,25,999,4.11,10.48,10.18,46.95,36.78,38.45,17.92,11.69,5.74,4.82,1.13,34250,KOR,East Asia and the Pacific
100,Singapore,1950,MF,25,999,67.85,19.64,6.34,11.50,3.29,0.96,0.60,2.14,1.53,0.58,0.03,426,SGP,East Asia and the Pacific
100,Singapore,1955,MF,25,999,62.75,22.70,7.19,13.32,3.87,1.20,0.78,2.49,1.77,0.68,0.04,528,SGP,East Asia and the Pacific
100,Singapore,1960,MF,25,999,58.46,25.25,8.25,14.89,4.58,1.41,0.91,2.80,1.98,0.77,0.05,644,SGP,East Asia and the Pacific
100,Singapore,1965,MF,25,999,52.44,27.58,9.50,18.21,5.85,1.77,1.13,3.32,2.31,0.95,0.06,729,SGP,East Asia and the Pacific
100,Singapore,1970,MF,25,999,47.60,29.60,10.76,20.90,6.91,2.00,1.27,3.74,2.58,1.09,0.07,820,SGP,East Asia and the Pacific
100,Singapore,1975,MF,25,999,45.82,31.47,12.40,20.14,6.86,2.56,1.58,3.86,2.68,1.10,0.08,980,SGP,East Asia and the Pacific
100,Singapore,1980,MF,25,999,43.70,38.30,16.38,14.60,5.00,3.40,2.06,3.72,2.72,0.89,0.11,1179,SGP,East Asia and the Pacific
100,Singapore,1985,MF,25,999,26.05,46.92,21.35,23.82,7.71,3.20,2.04,5.07,3.67,1.30,0.10,1499,SGP,East Asia and the Pacific
100,Singapore,1990,MF,25,999,13.95,56.34,27.22,26.68,5.91,3.04,1.96,5.76,4.29,1.37,0.10,1805,SGP,East Asia and the Pacific
100,Singapore,1995,MF,25,999,11.51,46.60,23.40,35.56,9.10,6.32,4.08,6.80,4.61,1.98,0.21,2203,SGP,East Asia and the Pacific
100,Singapore,2000,MF,25,999,10.63,40.00,20.53,37.45,10.44,11.92,7.75,7.59,4.78,2.42,0.39,2641,SGP,East Asia and the Pacific
100,Singapore,2005,MF,25,999,10.06,37.09,19.61,35.23,11.12,17.62,11.46,8.14,4.87,2.69,0.58,2930,SGP,East Asia and the Pacific
100,Singapore,2010,MF,25,999,8.39,30.67,16.56,42.19,15.82,18.76,12.19,8.82,5.07,3.13,0.62,3216,SGP,East Asia and the Pacific
103,Taiwan,1950,MF,25,999,47.62,32.47,26.89,15.76,7.87,4.15,2.52,4.07,2.98,0.96,0.13,2987,TWN,East Asia and the Pacific
103,Taiwan,1955,MF,25,999,43.64,34.98,28.97,17.12,8.22,4.25,2.45,4.35,3.20,1.02,0.13,3445,TWN,East Asia and the Pacific
103,Taiwan,1960,MF,25,999,39.10,39.51,32.71,17.25,8.24,4.17,2.36,4.60,3.45,1.01,0.13,4189,TWN,East Asia and the Pacific
103,Taiwan,1965,MF,25,999,35.97,42.27,34.63,17.45,8.44,4.33,2.42,4.79,3.61,1.04,0.14,4993,TWN,East Asia and the Pacific
103,Taiwan,1970,MF,25,999,33.51,43.47,35.93,18.33,9.19,4.72,2.62,5.02,3.76,1.11,0.15,5901,TWN,East Asia and the Pacific
103,Taiwan,1975,MF,25,999,29.60,44.70,37.53,20.00,10.80,5.70,3.14,5.45,4.01,1.27,0.18,6775,TWN,East Asia and the Pacific
103,Taiwan,1980,MF,25,999,23.00,44.30,38.00,23.30,13.30,9.30,4.68,6.36,4.42,1.66,0.28,8174,TWN,East Asia and the Pacific
103,Taiwan,1985,MF,25,999,17.27,40.56,33.51,31.03,17.09,11.19,5.46,7.20,4.76,2.12,0.33,9686,TWN,East Asia and the Pacific
103,Taiwan,1990,MF,25,999,12.57,35.65,28.68,38.52,21.62,13.30,5.96,8.03,5.04,2.60,0.39,11178,TWN,East Asia and the Pacific
103,Taiwan,1995,MF,25,999,8.95,30.42,23.00,43.93,25.07,16.76,6.89,8.79,5.24,3.08,0.47,12492,TWN,East Asia and the Pacific
103,Taiwan,2000,MF,25,999,6.15,25.35,19.75,47.24,27.53,21.26,8.02,9.57,5.46,3.52,0.59,13697,TWN,East Asia and the Pacific
103,Taiwan,2005,MF,25,999,3.87,20.39,17.73,45.75,29.52,29.98,10.24,10.55,5.69,4.06,0.80,15056,TWN,East Asia and the Pacific
103,Taiwan,2010,MF,25,999,2.83,16.06,11.90,46.16,30.91,34.97,10.63,11.03,5.71,4.41,0.91,15886,TWN,East Asia and the Pacific
104,Thailand,1950,MF,25,999,65.82,29.96,19.05,3.88,1.06,0.40,0.26,2.19,2.01,0.16,0.01,7407,THA,East Asia and the Pacific
104,Thailand,1955,MF,25,999,56.30,38.80,25.91,4.44,1.21,0.51,0.33,2.81,2.61,0.18,0.02,8543,THA,East Asia and the Pacific
104,Thailand,1960,MF,25,999,48.10,46.40,33.90,4.90,1.34,0.60,0.36,3.42,3.20,0.20,0.02,9912,THA,East Asia and the Pacific
104,Thailand,1965,MF,25,999,40.89,53.58,16.85,4.72,1.31,0.87,0.59,3.10,2.86,0.21,0.03,11521,THA,East Asia and the Pacific
104,Thailand,1970,MF,25,999,34.10,60.40,8.41,4.40,1.29,1.10,0.82,3.04,2.79,0.21,0.04,13161,THA,East Asia and the Pacific
104,Thailand,1975,MF,25,999,26.28,66.17,4.27,5.82,1.76,1.76,1.46,3.36,3.00,0.30,0.06,15224,THA,East Asia and the Pacific
104,Thailand,1980,MF,25,999,20.50,69.70,2.40,6.80,2.30,2.90,2.86,3.71,3.20,0.40,0.12,18065,THA,East Asia and the Pacific
104,Thailand,1985,MF,25,999,16.66,70.84,3.81,8.85,3.26,3.63,3.57,4.14,3.49,0.51,0.14,21439,THA,East Asia and the Pacific
104,Thailand,1990,MF,25,999,14.38,70.72,6.72,9.93,4.19,4.93,4.72,4.57,3.75,0.63,0.19,25451,THA,East Asia and the Pacific
104,Thailand,1995,MF,25,999,13.57,69.56,12.89,11.60,5.35,5.27,5.03,4.99,4.07,0.72,0.21,30362,THA,East Asia and the Pacific
104,Thailand,2000,MF,25,999,14.35,65.92,17.70,14.43,6.92,5.30,5.12,5.37,4.31,0.85,0.21,34701,THA,East Asia and the Pacific
104,Thailand,2005,MF,25,999,13.56,62.93,24.21,17.04,7.94,6.42,6.24,5.88,4.60,1.03,0.25,38044,THA,East Asia and the Pacific
104,Thailand,2010,MF,25,999,12.60,57.90,27.35,20.54,10.07,8.92,8.77,6.55,4.86,1.34,0.35,41307,THA,East Asia and the Pacific
136,Tonga,1950,MF,25,999,17.18,44.96,13.80,35.91,3.78,1.95,1.24,5.73,4.03,1.63,0.06,14,TON,East Asia and the Pacific
136,Tonga,1955,MF,25,999,15.37,44.86,14.14,37.73,4.04,2.04,1.31,5.94,4.16,1.71,0.07,17,TON,East Asia and the Pacific
136,Tonga,1960,MF,25,999,14.26,44.75,14.64,38.89,4.22,2.10,1.35,6.08,4.24,1.77,0.07,22,TON,East Asia and the Pacific
136,Tonga,1965,MF,25,999,13.28,44.52,15.61,40.04,4.40,2.16,1.37,6.23,4.34,1.82,0.07,25,TON,East Asia and the Pacific
136,Tonga,1970,MF,25,999,11.64,44.90,16.68,41.24,4.69,2.22,1.39,6.40,4.46,1.88,0.07,32,TON,East Asia and the Pacific
136,Tonga,1975,MF,25,999,11.56,44.61,17.62,41.59,4.83,2.24,1.38,6.46,4.50,1.89,0.07,30,TON,East Asia and the Pacific
136,Tonga,1980,MF,25,999,10.55,39.38,16.63,47.47,6.12,2.60,1.60,6.95,4.68,2.18,0.08,33,TON,East Asia and the Pacific
136,Tonga,1985,MF,25,999,9.76,35.29,15.73,52.06,7.24,2.89,1.86,7.32,4.83,2.40,0.09,34,TON,East Asia and the Pacific
136,Tonga,1990,MF,25,999,6.00,31.50,14.92,57.49,8.71,5.01,3.24,8.08,5.14,2.77,0.16,35,TON,East Asia and the Pacific
136,Tonga,1995,MF,25,999,1.31,25.56,12.77,65.35,10.58,7.78,5.00,8.97,5.54,3.18,0.26,38,TON,East Asia and the Pacific
136,Tonga,2000,MF,25,999,1.44,26.91,13.87,62.57,10.56,9.08,5.84,8.91,5.52,3.09,0.30,42,TON,East Asia and the Pacific
136,Tonga,2005,MF,25,999,1.40,29.00,15.70,57.50,11.20,12.10,7.75,9.04,5.52,3.13,0.40,45,TON,East Asia and the Pacific
136,Tonga,2010,MF,25,999,1.11,24.90,14.01,61.67,12.51,12.34,7.87,9.36,5.61,3.34,0.40,47,TON,East Asia and the Pacific
320,Viet Nam,1950,MF,25,999,56.70,35.76,11.02,7.22,2.91,0.32,0.21,1.88,1.55,0.32,0.01,13501,VNM,East Asia and the Pacific
320,Viet Nam,1955,MF,25,999,55.37,36.66,11.51,7.62,3.06,0.34,0.22,1.95,1.60,0.34,0.01,14352,VNM,East Asia and the Pacific
320,Viet Nam,1960,MF,25,999,54.25,37.42,12.10,7.97,3.23,0.36,0.23,2.02,1.65,0.36,0.01,15439,VNM,East Asia and the Pacific
320,Viet Nam,1965,MF,25,999,44.91,42.53,14.36,11.96,4.81,0.61,0.40,2.61,2.05,0.54,0.02,16267,VNM,East Asia and the Pacific
320,Viet Nam,1970,MF,25,999,39.38,44.78,15.97,15.05,6.09,0.82,0.53,3.02,2.31,0.68,0.03,17043,VNM,East Asia and the Pacific
320,Viet Nam,1975,MF,25,999,34.10,43.90,16.89,21.01,8.74,1.01,0.63,3.61,2.62,0.95,0.03,18071,VNM,East Asia and the Pacific
320,Viet Nam,1980,MF,25,999,28.40,42.80,17.86,27.70,12.30,1.20,0.74,4.27,2.96,1.27,0.04,19937,VNM,East Asia and the Pacific
320,Viet Nam,1985,MF,25,999,21.82,52.53,23.58,23.87,11.04,1.78,1.14,4.40,3.19,1.15,0.06,22984,VNM,East Asia and the Pacific
320,Viet Nam,1990,MF,25,999,16.62,70.05,33.57,10.69,5.16,2.65,1.70,3.98,3.26,0.63,0.09,26950,VNM,East Asia and the Pacific
320,Viet Nam,1995,MF,25,999,13.57,71.85,36.32,12.24,6.08,2.34,1.50,4.20,3.43,0.69,0.08,31431,VNM,East Asia and the Pacific
320,Viet Nam,2000,MF,25,999,10.62,72.47,38.03,14.53,7.30,2.38,1.52,4.48,3.61,0.80,0.08,36429,VNM,East Asia and the Pacific
320,Viet Nam,2005,MF,25,999,8.07,71.12,39.09,17.67,9.14,3.14,2.00,4.93,3.80,1.03,0.10,41908,VNM,East Asia and the Pacific
320,Viet Nam,2010,MF,25,999,5.93,67.72,38.48,21.63,11.43,4.72,3.01,5.49,3.97,1.36,0.15,47878,VNM,East Asia and the Pacific
156,Albania,1950,MF,25,999,44.53,24.53,12.63,28.83,2.42,2.09,1.37,4.42,3.47,0.89,0.07,512,ALB,Europe and Central Asia
156,Albania,1955,MF,25,999,40.88,29.76,16.11,27.05,3.37,2.30,1.50,4.61,3.66,0.88,0.08,574,ALB,Europe and Central Asia
156,Albania,1960,MF,25,999,40.61,32.03,18.03,24.91,4.36,2.45,1.56,4.60,3.67,0.85,0.08,650,ALB,Europe and Central Asia
156,Albania,1965,MF,25,999,37.71,32.37,20.42,27.01,5.95,2.91,1.83,5.01,3.94,0.97,0.09,747,ALB,Europe and Central Asia
156,Albania,1970,MF,25,999,36.00,33.19,22.54,27.58,7.14,3.23,2.00,5.24,4.11,1.03,0.10,854,ALB,Europe and Central Asia
156,Albania,1975,MF,25,999,33.01,30.65,21.51,32.26,10.30,4.08,2.46,5.77,4.37,1.27,0.13,964,ALB,Europe and Central Asia
156,Albania,1980,MF,25,999,30.16,27.91,20.32,36.94,13.57,4.99,2.97,6.29,4.62,1.51,0.16,1142,ALB,Europe and Central Asia
156,Albania,1985,MF,25,999,19.73,24.89,18.77,49.86,18.90,5.52,3.55,7.58,5.40,2.00,0.18,1330,ALB,Europe and Central Asia
156,Albania,1990,MF,25,999,13.53,21.78,16.54,58.61,23.54,6.09,3.92,8.50,6.04,2.26,0.20,1571,ALB,Europe and Central Asia
156,Albania,1995,MF,25,999,7.60,20.51,15.32,65.14,26.93,6.74,4.35,9.26,6.57,2.47,0.22,1608,ALB,Europe and Central Asia
156,Albania,2000,MF,25,999,1.52,22.75,15.66,68.31,29.62,7.43,4.82,9.87,7.03,2.59,0.24,1622,ALB,Europe and Central Asia
156,Albania,2005,MF,25,999,0.91,16.93,12.38,74.88,30.81,7.29,4.72,10.20,7.25,2.71,0.24,1704,ALB,Europe and Central Asia
156,Albania,2010,MF,25,999,0.88,13.01,9.55,78.38,30.59,7.74,4.98,10.39,7.38,2.75,0.25,1832,ALB,Europe and Central Asia
308,Armenia,1950,MF,25,999,7.71,32.51,25.87,49.20,34.73,10.58,6.94,7.43,3.56,3.52,0.35,593,ARM,Europe and Central Asia
308,Armenia,1955,MF,25,999,6.49,32.72,26.03,49.95,35.26,10.84,7.03,7.55,3.61,3.58,0.36,711,ARM,Europe and Central Asia
308,Armenia,1960,MF,25,999,5.55,32.38,25.76,50.94,35.96,11.13,7.14,7.67,3.65,3.66,0.37,832,ARM,Europe and Central Asia
308,Armenia,1965,MF,25,999,3.77,28.78,23.13,55.00,40.01,12.45,7.86,8.15,3.74,4.01,0.41,1000,ARM,Europe and Central Asia
308,Armenia,1970,MF,25,999,3.29,26.53,21.46,56.97,42.00,13.21,8.26,8.38,3.77,4.19,0.43,1101,ARM,Europe and Central Asia
308,Armenia,1975,MF,25,999,2.74,22.66,18.39,59.65,45.58,14.96,9.18,8.79,3.81,4.50,0.48,1245,ARM,Europe and Central Asia
308,Armenia,1980,MF,25,999,2.20,18.69,15.23,62.18,49.21,16.92,10.18,9.20,3.84,4.82,0.54,1440,ARM,Europe and Central Asia
308,Armenia,1985,MF,25,999,1.44,15.69,13.59,64.76,52.46,18.11,11.63,9.57,3.90,5.08,0.59,1684,ARM,Europe and Central Asia
308,Armenia,1990,MF,25,999,1.11,12.28,10.77,67.74,56.38,18.88,12.19,10.07,4.62,4.83,0.62,1907,ARM,Europe and Central Asia
308,Armenia,1995,MF,25,999,0.95,10.51,9.27,69.09,58.31,19.45,12.62,10.43,5.02,4.76,0.64,1797,ARM,Europe and Central Asia
308,Armenia,2000,MF,25,999,0.73,8.19,6.82,70.72,61.23,20.36,13.29,10.80,5.37,4.75,0.67,1745,ARM,Europe and Central Asia
308,Armenia,2005,MF,25,999,0.57,6.68,5.99,73.00,62.93,19.75,12.80,10.79,5.39,4.75,0.65,1786,ARM,Europe and Central Asia
308,Armenia,2010,MF,25,999,0.41,5.23,4.75,74.59,64.64,19.76,12.71,10.79,5.13,5.01,0.65,1879,ARM,Europe and Central Asia
150,Bulgaria,1950,MF,25,999,21.22,69.65,17.42,6.35,2.53,2.77,2.09,4.53,4.21,0.22,0.10,3937,BGR,Europe and Central Asia
150,Bulgaria,1955,MF,25,999,17.60,71.50,21.60,7.70,3.06,3.20,2.41,4.97,4.60,0.26,0.11,4266,BGR,Europe and Central Asia
150,Bulgaria,1960,MF,25,999,14.48,67.16,24.44,14.58,5.85,3.93,3.03,5.71,5.15,0.42,0.14,4646,BGR,Europe and Central Asia
150,Bulgaria,1965,MF,25,999,11.89,70.01,28.12,12.90,5.17,5.20,3.72,5.98,5.37,0.43,0.18,4933,BGR,Europe and Central Asia
150,Bulgaria,1970,MF,25,999,9.46,65.12,36.21,19.01,7.65,6.41,4.84,6.90,6.09,0.59,0.23,5183,BGR,Europe and Central Asia
150,Bulgaria,1975,MF,25,999,7.26,62.22,40.38,22.55,9.33,8.02,5.96,7.55,6.55,0.72,0.28,5480,BGR,Europe and Central Asia
150,Bulgaria,1980,MF,25,999,5.54,57.05,40.27,27.04,11.91,10.37,7.59,8.14,6.89,0.90,0.36,5648,BGR,Europe and Central Asia
150,Bulgaria,1985,MF,25,999,4.12,50.94,37.88,32.10,14.63,12.82,9.23,8.67,7.15,1.09,0.44,5842,BGR,Europe and Central Asia
150,Bulgaria,1990,MF,25,999,4.70,44.40,31.90,35.70,16.94,15.00,10.65,8.86,7.11,1.24,0.51,5710,BGR,Europe and Central Asia
150,Bulgaria,1995,MF,25,999,3.09,41.11,32.24,39.93,19.48,15.80,11.08,9.30,7.39,1.37,0.54,5619,BGR,Europe and Central Asia
150,Bulgaria,2000,MF,25,999,1.23,38.22,26.80,42.17,20.86,18.38,12.74,9.40,7.06,1.71,0.62,5595,BGR,Europe and Central Asia
150,Bulgaria,2005,MF,25,999,1.51,33.80,27.55,46.76,23.82,17.93,12.33,9.67,7.24,1.82,0.61,5603,BGR,Europe and Central Asia
150,Bulgaria,2010,MF,25,999,1.22,29.05,24.38,52.11,27.13,17.66,12.08,9.94,7.33,2.02,0.59,5563,BGR,Europe and Central Asia
322,Croatia,1950,MF,25,999,34.37,52.66,15.71,10.71,4.28,2.26,1.47,4.24,3.77,0.39,0.07,2103,HRV,Europe and Central Asia
322,Croatia,1955,MF,25,999,30.48,54.79,16.79,12.23,4.91,2.50,1.61,4.57,4.04,0.44,0.08,2212,HRV,Europe and Central Asia
322,Croatia,1960,MF,25,999,28.13,54.59,17.27,14.50,5.92,2.78,1.78,4.87,4.26,0.52,0.09,2329,HRV,Europe and Central Asia
322,Croatia,1965,MF,25,999,24.90,54.09,18.03,17.68,7.23,3.33,2.11,5.31,4.57,0.63,0.11,2421,HRV,Europe and Central Asia
322,Croatia,1970,MF,25,999,22.62,53.49,18.74,20.16,8.25,3.73,2.34,5.64,4.80,0.72,0.12,2502,HRV,Europe and Central Asia
322,Croatia,1975,MF,25,999,17.50,52.52,19.89,25.45,10.54,4.53,2.83,6.34,5.29,0.90,0.15,2640,HRV,Europe and Central Asia
322,Croatia,1980,MF,25,999,14.74,49.95,20.36,30.10,13.27,5.21,3.22,6.88,5.64,1.08,0.17,2785,HRV,Europe and Central Asia
322,Croatia,1985,MF,25,999,12.18,46.57,20.17,35.38,16.18,5.87,3.82,7.43,5.97,1.27,0.19,2907,HRV,Europe and Central Asia
322,Croatia,1990,MF,25,999,10.35,43.77,19.99,39.57,18.82,6.36,4.17,7.86,6.22,1.42,0.21,2983,HRV,Europe and Central Asia
322,Croatia,1995,MF,25,999,8.15,40.73,19.41,45.00,21.98,6.12,4.01,8.28,6.50,1.58,0.20,3165,HRV,Europe and Central Asia
322,Croatia,2000,MF,25,999,6.39,37.88,18.66,49.59,24.52,6.14,4.02,8.50,6.40,1.89,0.20,3117,HRV,Europe and Central Asia
322,Croatia,2005,MF,25,999,4.88,34.93,18.01,53.47,27.20,6.72,4.37,8.73,6.27,2.24,0.22,3245,HRV,Europe and Central Asia
322,Croatia,2010,MF,25,999,3.60,32.07,17.13,56.15,29.21,8.18,5.30,8.99,6.11,2.61,0.27,3327,HRV,Europe and Central Asia
151,Czech Republic,1950,MF,25,999,0.95,80.78,48.49,16.75,8.16,1.53,0.96,8.07,7.46,0.56,0.05,5436,CZE,Europe and Central Asia
151,Czech Republic,1955,MF,25,999,0.83,79.22,48.02,18.03,8.82,1.92,1.19,8.20,7.52,0.61,0.06,5650,CZE,Europe and Central Asia
151,Czech Republic,1960,MF,25,999,0.80,83.10,50.80,13.70,6.80,2.40,1.48,8.06,7.47,0.51,0.08,5802,CZE,Europe and Central Asia
151,Czech Republic,1965,MF,25,999,0.63,68.68,44.17,27.79,16.24,2.90,1.78,8.93,7.84,1.00,0.09,5832,CZE,Europe and Central Asia
151,Czech Republic,1970,MF,25,999,0.60,57.20,38.18,38.20,24.30,4.10,2.49,9.64,8.10,1.41,0.13,6014,CZE,Europe and Central Asia
151,Czech Republic,1975,MF,25,999,0.51,52.96,36.32,41.86,28.16,4.61,2.77,9.93,8.20,1.58,0.15,6243,CZE,Europe and Central Asia
151,Czech Republic,1980,MF,25,999,0.40,47.60,33.52,45.90,32.44,6.00,3.55,10.32,8.32,1.81,0.19,6484,CZE,Europe and Central Asia
