BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
86,Indonesia,1970,F,25,999,69.70,27.30,11.00,2.90,0.81,0.20,0.12,1.46,1.34,0.12,0.01,24530,IDN,East Asia and the Pacific
86,Indonesia,1975,F,25,999,62.49,32.81,10.26,4.49,1.48,0.25,0.15,1.78,1.58,0.19,0.01,27156,IDN,East Asia and the Pacific
86,Indonesia,1980,F,25,999,53.90,39.50,12.90,6.30,3.00,0.40,0.16,2.29,1.97,0.30,0.01,30487,IDN,East Asia and the Pacific
86,Indonesia,1985,F,25,999,56.43,33.94,10.76,8.98,4.02,0.67,0.42,2.37,1.92,0.43,0.02,34968,IDN,East Asia and the Pacific
86,Indonesia,1990,F,25,999,62.81,23.34,8.19,12.39,5.68,1.44,0.91,2.45,1.78,0.63,0.05,40015,IDN,East Asia and the Pacific
86,Indonesia,1995,F,25,999,46.58,35.98,14.27,15.80,7.28,1.63,1.03,3.40,2.55,0.79,0.05,46128,IDN,East Asia and the Pacific
86,Indonesia,2000,F,25,999,32.74,50.37,22.74,14.92,6.81,1.97,1.25,4.04,3.21,0.77,0.06,52675,IDN,East Asia and the Pacific
86,Indonesia,2005,F,25,999,28.01,51.91,26.84,18.24,8.15,1.84,1.16,4.53,3.57,0.90,0.06,59629,IDN,East Asia and the Pacific
86,Indonesia,2010,F,25,999,24.02,51.80,30.72,22.08,9.58,2.10,1.33,5.07,3.93,1.08,0.07,66679,IDN,East Asia and the Pacific
314,Lao People's Democratic Republic,1950,F,25,999,96.29,3.58,1.08,0.07,0.03,0.05,0.03,0.15,0.15,0.01,0.00,331,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1955,F,25,999,95.35,4.51,1.42,0.08,0.03,0.06,0.03,0.20,0.19,0.01,0.00,371,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1960,F,25,999,94.17,5.66,1.87,0.11,0.04,0.07,0.04,0.25,0.24,0.01,0.00,417,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1965,F,25,999,92.18,7.52,2.69,0.18,0.07,0.12,0.07,0.34,0.32,0.01,0.00,465,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1970,F,25,999,89.64,9.83,3.77,0.33,0.13,0.19,0.11,0.47,0.44,0.03,0.01,519,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1975,F,25,999,85.36,13.68,5.67,0.58,0.15,0.38,0.21,0.69,0.64,0.04,0.01,579,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1980,F,25,999,79.74,18.55,7.64,1.04,0.33,0.67,0.39,0.99,0.89,0.08,0.02,616,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1985,F,25,999,73.98,23.02,10.08,1.91,0.57,1.09,0.68,1.35,1.17,0.14,0.04,706,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1990,F,25,999,66.34,27.68,12.99,4.12,1.17,1.85,1.17,1.91,1.58,0.27,0.06,793,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,1995,F,25,999,59.92,30.28,14.98,7.28,1.99,2.53,1.60,2.46,1.95,0.43,0.08,902,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,2000,F,25,999,54.26,31.77,16.40,11.28,2.94,2.69,1.71,2.89,2.21,0.59,0.09,1029,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,2005,F,25,999,48.87,32.84,17.92,15.31,3.83,2.98,1.89,3.31,2.46,0.75,0.10,1177,LAO,East Asia and the Pacific
314,Lao People's Democratic Republic,2010,F,25,999,43.90,33.27,18.91,19.07,4.58,3.76,2.38,3.75,2.69,0.94,0.12,1358,LAO,East Asia and the Pacific
94,Malaysia,1950,F,25,999,90.58,7.40,2.21,1.69,0.57,0.33,0.19,0.52,0.41,0.10,0.01,1176,MYS,East Asia and the Pacific
94,Malaysia,1955,F,25,999,86.21,11.13,3.29,2.23,0.74,0.41,0.24,0.73,0.59,0.13,0.01,1304,MYS,East Asia and the Pacific
94,Malaysia,1960,F,25,999,82.20,14.60,4.39,2.70,0.90,0.50,0.29,0.93,0.76,0.15,0.02,1464,MYS,East Asia and the Pacific
94,Malaysia,1965,F,25,999,74.71,20.57,6.79,4.11,1.32,0.53,0.31,1.33,1.10,0.21,0.02,1694,MYS,East Asia and the Pacific
94,Malaysia,1970,F,25,999,68.54,24.83,8.74,5.78,1.89,0.69,0.37,1.71,1.40,0.30,0.02,1929,MYS,East Asia and the Pacific
94,Malaysia,1975,F,25,999,58.83,30.57,12.59,9.38,3.18,1.01,0.50,2.43,1.92,0.48,0.03,2273,MYS,East Asia and the Pacific
94,Malaysia,1980,F,25,999,48.31,35.83,16.60,14.03,5.09,1.57,0.49,3.28,2.51,0.73,0.04,2703,MYS,East Asia and the Pacific
94,Malaysia,1985,F,25,999,39.11,36.16,18.71,21.33,8.79,3.40,1.38,4.45,3.13,1.23,0.10,3226,MYS,East Asia and the Pacific
94,Malaysia,1990,F,25,999,30.25,35.08,20.18,28.97,14.24,5.70,1.78,5.73,3.74,1.84,0.15,3927,MYS,East Asia and the Pacific
94,Malaysia,1995,F,25,999,23.22,31.48,18.60,38.16,20.06,7.13,2.48,6.86,4.22,2.45,0.19,4619,MYS,East Asia and the Pacific
94,Malaysia,2000,F,25,999,20.04,28.27,17.29,44.65,26.40,7.04,2.36,7.55,4.47,2.89,0.19,5429,MYS,East Asia and the Pacific
94,Malaysia,2005,F,25,999,15.12,25.10,15.68,49.57,29.43,10.21,3.27,8.46,4.81,3.38,0.27,6251,MYS,East Asia and the Pacific
94,Malaysia,2010,F,25,999,13.05,20.93,13.23,52.13,32.38,13.89,4.28,9.18,4.99,3.83,0.36,7158,MYS,East Asia and the Pacific
316,Mongolia,1950,F,25,999,87.60,9.23,3.03,2.62,1.21,0.54,0.31,0.54,0.37,0.15,0.02,155,MNG,East Asia and the Pacific
316,Mongolia,1955,F,25,999,80.90,14.12,4.66,4.13,1.94,0.85,0.49,0.84,0.57,0.23,0.03,171,MNG,East Asia and the Pacific
316,Mongolia,1960,F,25,999,74.84,18.49,6.32,5.52,2.61,1.14,0.66,1.11,0.76,0.31,0.04,188,MNG,East Asia and the Pacific
316,Mongolia,1965,F,25,999,63.90,26.44,9.57,8.00,4.00,1.66,0.96,1.62,1.11,0.46,0.05,211,MNG,East Asia and the Pacific
316,Mongolia,1970,F,25,999,54.50,29.70,10.46,12.92,6.14,2.88,1.65,2.27,1.44,0.74,0.09,241,MNG,East Asia and the Pacific
316,Mongolia,1975,F,25,999,26.42,43.17,16.42,24.56,12.84,5.85,3.36,4.07,2.41,1.47,0.18,275,MNG,East Asia and the Pacific
316,Mongolia,1980,F,25,999,18.09,41.02,16.89,33.31,18.11,7.58,4.40,5.03,2.79,2.00,0.24,317,MNG,East Asia and the Pacific
316,Mongolia,1985,F,25,999,10.30,38.22,16.92,42.33,24.07,9.15,5.70,6.00,3.16,2.54,0.30,369,MNG,East Asia and the Pacific
316,Mongolia,1990,F,25,999,3.46,28.90,13.66,56.49,33.31,11.14,6.97,7.28,3.56,3.36,0.36,427,MNG,East Asia and the Pacific
316,Mongolia,1995,F,25,999,5.75,23.52,11.80,60.29,37.47,10.45,6.60,7.45,3.35,3.76,0.34,487,MNG,East Asia and the Pacific
316,Mongolia,2000,F,25,999,6.85,15.39,8.04,66.05,44.07,11.71,7.44,8.01,3.24,4.39,0.38,552,MNG,East Asia and the Pacific
316,Mongolia,2005,F,25,999,5.23,13.23,7.27,70.28,44.99,11.26,7.14,8.25,3.20,4.68,0.37,637,MNG,East Asia and the Pacific
316,Mongolia,2010,F,25,999,3.63,13.30,7.58,69.79,43.59,13.28,8.42,8.47,3.16,4.88,0.43,729,MNG,East Asia and the Pacific
82,Myanmar,1950,F,25,999,83.23,12.53,3.65,4.07,0.54,0.12,0.07,0.68,0.49,0.18,0.00,4004,MMR,East Asia and the Pacific
82,Myanmar,1955,F,25,999,81.00,14.10,4.17,4.80,0.64,0.10,0.06,0.78,0.56,0.21,0.00,4307,MMR,East Asia and the Pacific
82,Myanmar,1960,F,25,999,81.62,13.84,4.22,4.40,0.61,0.13,0.07,0.74,0.54,0.20,0.00,4619,MMR,East Asia and the Pacific
82,Myanmar,1965,F,25,999,81.91,13.84,4.49,4.14,0.59,0.13,0.07,0.73,0.54,0.18,0.00,4967,MMR,East Asia and the Pacific
82,Myanmar,1970,F,25,999,81.85,13.59,4.70,4.49,0.73,0.11,0.06,0.75,0.55,0.20,0.00,5455,MMR,East Asia and the Pacific
82,Myanmar,1975,F,25,999,82.00,12.90,4.83,5.10,1.10,0.00,0.00,0.78,0.56,0.23,0.00,6102,MMR,East Asia and the Pacific
82,Myanmar,1980,F,25,999,71.54,20.76,8.46,7.21,1.67,0.51,0.30,1.26,0.89,0.35,0.02,6904,MMR,East Asia and the Pacific
82,Myanmar,1985,F,25,999,60.40,28.90,12.71,9.20,2.93,1.50,0.93,1.83,1.26,0.52,0.05,7807,MMR,East Asia and the Pacific
82,Myanmar,1990,F,25,999,54.55,32.31,15.11,11.24,5.08,1.80,1.14,2.19,1.47,0.66,0.06,8813,MMR,East Asia and the Pacific
82,Myanmar,1995,F,25,999,47.58,37.19,18.32,13.05,7.40,2.10,1.33,2.58,1.72,0.80,0.07,10032,MMR,East Asia and the Pacific
82,Myanmar,2000,F,25,999,40.75,42.01,21.56,14.72,9.76,2.43,1.54,3.06,2.05,0.93,0.08,11524,MMR,East Asia and the Pacific
82,Myanmar,2005,F,25,999,34.03,46.96,25.41,15.90,11.78,3.03,1.92,3.54,2.39,1.05,0.10,13156,MMR,East Asia and the Pacific
82,Myanmar,2010,F,25,999,27.91,50.53,28.33,17.55,14.05,3.92,2.48,4.06,2.71,1.22,0.13,14774,MMR,East Asia and the Pacific
134,Papua New Guinea,1950,F,25,999,96.19,3.68,0.13,0.13,0.05,0.04,0.02,0.13,0.12,0.01,0.00,348,PNG,East Asia and the Pacific
134,Papua New Guinea,1955,F,25,999,94.98,4.85,0.17,0.17,0.06,0.04,0.03,0.18,0.16,0.01,0.00,361,PNG,East Asia and the Pacific
134,Papua New Guinea,1960,F,25,999,93.99,5.80,0.17,0.20,0.08,0.04,0.03,0.21,0.19,0.01,0.00,378,PNG,East Asia and the Pacific
134,Papua New Guinea,1965,F,25,999,91.74,7.75,0.22,0.45,0.17,0.10,0.06,0.30,0.27,0.03,0.00,387,PNG,East Asia and the Pacific
134,Papua New Guinea,1970,F,25,999,88.92,9.64,0.20,0.65,0.25,0.79,0.46,0.49,0.38,0.08,0.03,447,PNG,East Asia and the Pacific
134,Papua New Guinea,1975,F,25,999,87.41,10.65,1.75,1.95,0.78,0.12,0.07,0.60,0.50,0.10,0.00,498,PNG,East Asia and the Pacific
134,Papua New Guinea,1980,F,25,999,86.12,10.65,3.55,3.23,1.38,0.00,0.00,0.78,0.62,0.16,0.00,569,PNG,East Asia and the Pacific
134,Papua New Guinea,1985,F,25,999,79.99,14.98,5.19,4.90,2.21,0.16,0.10,1.16,0.91,0.25,0.01,657,PNG,East Asia and the Pacific
134,Papua New Guinea,1990,F,25,999,73.77,19.03,10.00,6.97,3.33,0.24,0.15,1.67,1.30,0.36,0.01,707,PNG,East Asia and the Pacific
134,Papua New Guinea,1995,F,25,999,68.19,23.05,14.94,8.45,4.17,0.32,0.20,2.12,1.67,0.44,0.01,848,PNG,East Asia and the Pacific
134,Papua New Guinea,2000,F,25,999,61.50,30.74,22.64,6.85,3.41,0.91,0.58,2.49,2.07,0.40,0.03,1007,PNG,East Asia and the Pacific
134,Papua New Guinea,2005,F,25,999,55.56,37.32,29.43,5.93,3.05,1.21,0.77,2.84,2.43,0.37,0.04,1164,PNG,East Asia and the Pacific
134,Papua New Guinea,2010,F,25,999,49.49,43.75,36.96,5.53,2.92,1.27,0.79,3.23,2.83,0.36,0.04,1331,PNG,East Asia and the Pacific
98,Philippines,1950,F,25,999,59.70,32.40,6.48,5.90,3.35,2.00,1.35,1.97,1.64,0.27,0.07,4037,PHL,East Asia and the Pacific
98,Philippines,1955,F,25,999,41.20,47.60,10.42,6.50,3.67,4.70,3.27,2.96,2.41,0.39,0.16,4415,PHL,East Asia and the Pacific
98,Philippines,1960,F,25,999,37.30,48.90,11.56,8.40,4.91,5.40,3.85,3.31,2.64,0.48,0.19,4960,PHL,East Asia and the Pacific
98,Philippines,1965,F,25,999,30.13,53.05,14.72,10.19,5.87,6.62,4.81,3.86,3.04,0.59,0.23,5669,PHL,East Asia and the Pacific
98,Philippines,1970,F,25,999,22.10,56.70,18.20,11.80,6.60,9.40,7.04,4.59,3.52,0.74,0.33,6498,PHL,East Asia and the Pacific
98,Philippines,1975,F,25,999,15.90,59.00,22.60,13.90,7.77,11.30,7.79,5.23,3.96,0.89,0.38,7467,PHL,East Asia and the Pacific
98,Philippines,1980,F,25,999,13.30,55.10,23.70,16.60,9.10,15.10,10.55,5.90,4.27,1.12,0.51,8802,PHL,East Asia and the Pacific
98,Philippines,1985,F,25,999,9.50,50.32,23.71,21.89,11.79,18.06,11.93,6.61,4.62,1.40,0.60,10255,PHL,East Asia and the Pacific
98,Philippines,1990,F,25,999,7.50,47.80,24.29,25.30,13.50,18.90,13.03,6.99,4.81,1.53,0.64,11950,PHL,East Asia and the Pacific
98,Philippines,1995,F,25,999,6.72,42.92,23.52,27.83,15.06,22.27,16.37,7.52,5.00,1.75,0.77,13895,PHL,East Asia and the Pacific
98,Philippines,2000,F,25,999,6.54,38.34,22.63,29.11,16.64,26.01,20.06,8.01,5.14,1.96,0.92,16125,PHL,East Asia and the Pacific
98,Philippines,2005,F,25,999,6.00,33.90,21.56,31.27,17.86,28.82,22.08,8.42,5.27,2.14,1.02,18704,PHL,East Asia and the Pacific
98,Philippines,2010,F,25,999,5.15,28.93,19.79,35.32,20.16,30.60,22.41,8.81,5.42,2.33,1.06,21535,PHL,East Asia and the Pacific
92,Republic of Korea,1950,F,25,999,48.42,49.45,39.70,1.90,1.02,0.25,0.13,2.91,2.80,0.10,0.01,3738,KOR,East Asia and the Pacific
92,Republic of Korea,1955,F,25,999,42.50,54.70,44.92,2.60,1.40,0.30,0.16,3.31,3.16,0.14,0.01,4610,KOR,East Asia and the Pacific
92,Republic of Korea,1960,F,25,999,69.20,25.20,22.20,5.10,2.60,0.50,0.28,2.03,1.76,0.26,0.02,5205,KOR,East Asia and the Pacific
92,Republic of Korea,1965,F,25,999,54.87,34.36,32.64,9.88,3.97,0.91,0.54,3.16,2.66,0.47,0.03,5894,KOR,East Asia and the Pacific
92,Republic of Korea,1970,F,25,999,44.30,39.90,38.00,14.00,5.50,1.80,1.15,4.04,3.29,0.69,0.06,6613,KOR,East Asia and the Pacific
92,Republic of Korea,1975,F,25,999,33.50,43.10,40.80,20.80,8.27,2.60,1.70,5.04,3.92,1.03,0.09,7390,KOR,East Asia and the Pacific
92,Republic of Korea,1980,F,25,999,26.90,39.40,37.46,29.60,12.90,4.00,2.95,5.98,4.32,1.51,0.14,8370,KOR,East Asia and the Pacific
92,Republic of Korea,1985,F,25,999,21.87,32.07,30.65,40.29,19.31,5.77,3.96,6.97,4.65,2.13,0.19,10240,KOR,East Asia and the Pacific
92,Republic of Korea,1990,F,25,999,22.08,27.63,26.47,38.29,20.73,12.00,8.28,7.54,4.64,2.49,0.41,11734,KOR,East Asia and the Pacific
92,Republic of Korea,1995,F,25,999,13.30,22.40,21.20,50.60,33.60,13.70,9.43,8.98,5.17,3.35,0.46,13298,KOR,East Asia and the Pacific
92,Republic of Korea,2000,F,25,999,11.44,18.41,17.68,50.77,33.39,19.35,13.17,9.63,5.29,3.69,0.65,14931,KOR,East Asia and the Pacific
92,Republic of Korea,2005,F,25,999,8.85,16.23,15.68,50.26,35.26,24.66,16.53,10.32,5.45,4.05,0.82,16283,KOR,East Asia and the Pacific
92,Republic of Korea,2010,F,25,999,6.77,13.87,13.46,48.73,36.08,30.64,20.29,10.98,5.58,4.38,1.02,17478,KOR,East Asia and the Pacific
100,Singapore,1950,F,25,999,87.18,7.31,2.31,5.21,1.96,0.26,0.15,0.89,0.62,0.26,0.01,200,SGP,East Asia and the Pacific
100,Singapore,1955,F,25,999,82.71,10.11,3.02,6.73,2.53,0.43,0.25,1.18,0.82,0.35,0.01,241,SGP,East Asia and the Pacific
100,Singapore,1960,F,25,999,78.66,12.62,3.91,8.11,3.02,0.58,0.34,1.46,1.02,0.42,0.02,295,SGP,East Asia and the Pacific
100,Singapore,1965,F,25,999,71.37,16.42,5.41,11.37,4.19,0.82,0.48,2.00,1.39,0.59,0.03,350,SGP,East Asia and the Pacific
100,Singapore,1970,F,25,999,65.80,19.40,6.77,13.90,5.00,1.00,0.57,2.43,1.68,0.72,0.03,401,SGP,East Asia and the Pacific
100,Singapore,1975,F,25,999,59.72,23.39,8.83,15.52,5.43,1.36,0.78,2.83,1.98,0.81,0.04,480,SGP,East Asia and the Pacific
100,Singapore,1980,F,25,999,54.30,31.20,12.87,12.50,3.80,2.00,1.16,2.95,2.19,0.70,0.06,586,SGP,East Asia and the Pacific
100,Singapore,1985,F,25,999,34.91,39.97,17.73,22.11,7.11,2.99,1.86,4.54,3.24,1.21,0.10,745,SGP,East Asia and the Pacific
100,Singapore,1990,F,25,999,21.12,50.01,23.68,25.10,6.50,3.77,2.38,5.43,3.94,1.36,0.12,905,SGP,East Asia and the Pacific
100,Singapore,1995,F,25,999,17.37,43.05,21.15,33.79,9.75,5.78,3.67,6.38,4.30,1.89,0.19,1112,SGP,East Asia and the Pacific
100,Singapore,2000,F,25,999,16.01,38.02,19.05,35.90,11.61,10.06,6.43,7.07,4.47,2.27,0.33,1329,SGP,East Asia and the Pacific
100,Singapore,2005,F,25,999,15.35,36.98,19.09,33.20,12.55,14.47,9.22,7.46,4.54,2.45,0.47,1475,SGP,East Asia and the Pacific
100,Singapore,2010,F,25,999,12.90,29.84,15.72,40.50,17.49,16.76,10.61,8.33,4.80,2.98,0.55,1618,SGP,East Asia and the Pacific
103,Taiwan,1950,F,25,999,70.50,21.72,15.12,6.96,3.46,0.89,0.40,1.97,1.58,0.37,0.03,1415,TWN,East Asia and the Pacific
103,Taiwan,1955,F,25,999,66.13,25.22,17.55,7.85,3.68,0.88,0.41,2.23,1.81,0.40,0.03,1669,TWN,East Asia and the Pacific
103,Taiwan,1960,F,25,999,59.77,30.85,21.47,8.52,3.87,0.93,0.48,2.59,2.14,0.43,0.03,1979,TWN,East Asia and the Pacific
103,Taiwan,1965,F,25,999,55.09,34.54,23.59,9.24,4.15,1.16,0.56,2.87,2.37,0.47,0.03,2340,TWN,East Asia and the Pacific
103,Taiwan,1970,F,25,999,50.50,37.39,25.98,10.43,4.82,1.69,0.80,3.24,2.63,0.56,0.05,2678,TWN,East Asia and the Pacific
103,Taiwan,1975,F,25,999,43.30,41.20,29.63,12.80,6.60,2.60,1.32,3.87,3.05,0.74,0.08,3120,TWN,East Asia and the Pacific
103,Taiwan,1980,F,25,999,33.77,43.61,32.62,18.09,9.74,4.53,1.95,4.88,3.64,1.11,0.13,3835,TWN,East Asia and the Pacific
103,Taiwan,1985,F,25,999,24.73,40.94,31.76,28.02,15.87,6.30,2.60,6.11,4.24,1.69,0.18,4612,TWN,East Asia and the Pacific
103,Taiwan,1990,F,25,999,18.28,35.87,27.91,37.13,21.88,8.71,3.55,7.20,4.66,2.29,0.25,5380,TWN,East Asia and the Pacific
103,Taiwan,1995,F,25,999,13.40,31.02,23.23,42.22,25.14,13.35,5.38,8.16,4.96,2.82,0.37,6080,TWN,East Asia and the Pacific
103,Taiwan,2000,F,25,999,9.83,27.67,21.05,44.18,26.36,18.32,7.28,8.94,5.21,3.22,0.51,6743,TWN,East Asia and the Pacific
103,Taiwan,2005,F,25,999,6.45,23.05,19.67,43.17,28.28,27.33,10.66,10.05,5.51,3.78,0.76,7497,TWN,East Asia and the Pacific
103,Taiwan,2010,F,25,999,4.56,19.67,14.93,43.23,28.65,32.54,12.52,10.59,5.58,4.11,0.90,8551,TWN,East Asia and the Pacific
104,Thailand,1950,F,25,999,80.12,18.39,11.26,1.32,0.47,0.17,0.10,1.20,1.14,0.06,0.01,3735,THA,East Asia and the Pacific
104,Thailand,1955,F,25,999,69.04,28.86,18.63,1.82,0.63,0.26,0.15,1.90,1.81,0.08,0.01,4307,THA,East Asia and the Pacific
104,Thailand,1960,F,25,999,59.40,38.10,27.70,2.30,0.77,0.30,0.16,2.59,2.48,0.10,0.01,5018,THA,East Asia and the Pacific
104,Thailand,1965,F,25,999,50.93,46.15,14.05,2.39,0.81,0.52,0.31,2.44,2.31,0.11,0.02,5835,THA,East Asia and the Pacific
104,Thailand,1970,F,25,999,43.30,53.50,7.19,2.50,0.84,0.70,0.46,2.50,2.35,0.13,0.02,6655,THA,East Asia and the Pacific
104,Thailand,1975,F,25,999,34.17,61.03,3.54,3.59,1.28,1.25,0.92,2.84,2.60,0.20,0.04,7702,THA,East Asia and the Pacific
104,Thailand,1980,F,25,999,26.30,67.00,1.60,4.30,1.70,2.40,2.36,3.25,2.87,0.28,0.10,9159,THA,East Asia and the Pacific
104,Thailand,1985,F,25,999,21.27,69.56,2.97,6.06,2.53,3.14,2.75,3.69,3.18,0.39,0.12,10880,THA,East Asia and the Pacific
104,Thailand,1990,F,25,999,17.97,70.38,5.62,7.28,3.43,4.37,3.96,4.15,3.48,0.51,0.17,12936,THA,East Asia and the Pacific
104,Thailand,1995,F,25,999,16.33,70.02,11.67,8.84,4.42,4.81,4.47,4.60,3.82,0.59,0.19,15522,THA,East Asia and the Pacific
104,Thailand,2000,F,25,999,16.55,66.97,16.90,11.36,5.54,5.12,4.83,5.01,4.09,0.72,0.20,17898,THA,East Asia and the Pacific
104,Thailand,2005,F,25,999,15.44,64.11,23.32,13.93,6.53,6.48,6.20,5.56,4.40,0.91,0.25,19726,THA,East Asia and the Pacific
104,Thailand,2010,F,25,999,14.88,58.91,26.83,16.89,8.33,9.28,8.97,6.23,4.66,1.20,0.36,21483,THA,East Asia and the Pacific
136,Tonga,1950,F,25,999,19.10,46.82,13.66,33.01,2.17,1.07,0.62,5.32,3.86,1.43,0.03,7,TON,East Asia and the Pacific
136,Tonga,1955,F,25,999,17.10,46.87,14.11,34.89,2.57,1.14,0.66,5.54,3.99,1.52,0.04,9,TON,East Asia and the Pacific
136,Tonga,1960,F,25,999,15.98,46.86,14.49,35.97,2.89,1.19,0.69,5.68,4.07,1.57,0.04,10,TON,East Asia and the Pacific
136,Tonga,1965,F,25,999,14.72,46.72,15.66,37.32,3.27,1.24,0.72,5.86,4.19,1.63,0.04,13,TON,East Asia and the Pacific
136,Tonga,1970,F,25,999,12.82,47.40,16.96,38.48,3.58,1.29,0.74,6.05,4.32,1.69,0.04,14,TON,East Asia and the Pacific
136,Tonga,1975,F,25,999,12.72,47.03,17.97,38.94,3.87,1.31,0.75,6.12,4.36,1.71,0.04,15,TON,East Asia and the Pacific
136,Tonga,1980,F,25,999,11.41,41.23,16.66,45.65,5.19,1.71,1.00,6.67,4.58,2.03,0.05,16,TON,East Asia and the Pacific
136,Tonga,1985,F,25,999,10.43,36.90,15.89,50.66,6.27,2.02,1.26,7.08,4.74,2.27,0.07,16,TON,East Asia and the Pacific
136,Tonga,1990,F,25,999,6.35,33.76,15.49,56.25,7.78,3.64,2.28,7.81,5.07,2.62,0.12,19,TON,East Asia and the Pacific
136,Tonga,1995,F,25,999,1.15,27.21,13.40,65.45,10.17,6.19,3.91,8.80,5.52,3.08,0.20,20,TON,East Asia and the Pacific
136,Tonga,2000,F,25,999,1.42,28.76,14.36,62.31,10.01,7.50,4.75,8.72,5.48,2.99,0.25,20,TON,East Asia and the Pacific
136,Tonga,2005,F,25,999,1.40,30.20,16.12,57.60,11.20,10.70,6.75,8.88,5.49,3.04,0.35,22,TON,East Asia and the Pacific
136,Tonga,2010,F,25,999,1.17,25.85,14.28,61.58,12.43,11.38,7.18,9.22,5.58,3.27,0.37,25,TON,East Asia and the Pacific
320,Viet Nam,1950,F,25,999,68.72,29.19,8.58,2.01,0.79,0.08,0.04,1.14,1.05,0.09,0.00,6879,VNM,East Asia and the Pacific
320,Viet Nam,1955,F,25,999,67.58,30.19,9.00,2.15,0.83,0.08,0.05,1.19,1.09,0.09,0.00,7301,VNM,East Asia and the Pacific
320,Viet Nam,1960,F,25,999,66.61,31.04,9.54,2.26,0.88,0.09,0.05,1.23,1.13,0.10,0.00,7858,VNM,East Asia and the Pacific
320,Viet Nam,1965,F,25,999,56.75,38.51,12.37,4.56,1.75,0.17,0.10,1.71,1.51,0.20,0.01,8294,VNM,East Asia and the Pacific
320,Viet Nam,1970,F,25,999,50.55,42.75,14.54,6.45,2.49,0.23,0.13,2.06,1.77,0.28,0.01,8704,VNM,East Asia and the Pacific
320,Viet Nam,1975,F,25,999,44.07,43.38,15.87,12.12,4.81,0.39,0.23,2.65,2.11,0.53,0.01,9252,VNM,East Asia and the Pacific
320,Viet Nam,1980,F,25,999,37.10,43.80,17.53,18.50,7.85,0.60,0.35,3.33,2.49,0.83,0.02,10199,VNM,East Asia and the Pacific
320,Viet Nam,1985,F,25,999,29.43,51.68,22.57,17.83,8.00,1.02,0.63,3.67,2.80,0.84,0.03,11751,VNM,East Asia and the Pacific
320,Viet Nam,1990,F,25,999,23.18,66.54,31.20,8.53,4.03,1.75,1.10,3.50,2.96,0.48,0.06,13762,VNM,East Asia and the Pacific
320,Viet Nam,1995,F,25,999,18.64,69.48,34.45,10.25,5.01,1.62,1.02,3.80,3.19,0.56,0.05,16040,VNM,East Asia and the Pacific
320,Viet Nam,2000,F,25,999,14.76,70.71,36.44,12.76,6.29,1.77,1.13,4.14,3.41,0.68,0.06,18576,VNM,East Asia and the Pacific
320,Viet Nam,2005,F,25,999,11.32,69.91,37.93,16.25,8.30,2.52,1.60,4.64,3.63,0.92,0.08,21334,VNM,East Asia and the Pacific
320,Viet Nam,2010,F,25,999,8.35,66.97,37.64,20.81,10.92,3.88,2.46,5.24,3.85,1.26,0.13,24330,VNM,East Asia and the Pacific
156,Albania,1950,F,25,999,48.45,26.20,11.91,24.18,2.29,1.14,0.67,3.86,3.11,0.72,0.04,255,ALB,Europe and Central Asia
156,Albania,1955,F,25,999,44.78,32.10,14.86,22.02,2.67,1.11,0.65,3.97,3.26,0.67,0.04,288,ALB,Europe and Central Asia
156,Albania,1960,F,25,999,45.25,34.20,16.07,19.49,3.10,1.06,0.62,3.85,3.20,0.62,0.03,326,ALB,Europe and Central Asia
156,Albania,1965,F,25,999,41.90,35.47,19.60,21.28,4.11,1.35,0.78,4.26,3.51,0.70,0.04,378,ALB,Europe and Central Asia
156,Albania,1970,F,25,999,40.22,36.58,22.42,21.74,4.83,1.46,0.83,4.47,3.69,0.74,0.05,427,ALB,Europe and Central Asia
156,Albania,1975,F,25,999,36.77,34.33,22.11,26.72,7.58,2.18,1.23,5.03,4.00,0.97,0.07,484,ALB,Europe and Central Asia
156,Albania,1980,F,25,999,34.14,31.54,21.39,31.47,10.29,2.85,1.63,5.53,4.25,1.19,0.09,561,ALB,Europe and Central Asia
156,Albania,1985,F,25,999,22.22,28.74,20.52,45.56,15.37,3.48,2.16,6.97,5.16,1.70,0.11,654,ALB,Europe and Central Asia
156,Albania,1990,F,25,999,15.54,25.27,18.51,55.09,19.78,4.10,2.57,7.96,5.83,2.00,0.13,773,ALB,Europe and Central Asia
156,Albania,1995,F,25,999,9.02,23.89,17.33,62.23,23.29,4.86,3.08,8.81,6.42,2.23,0.16,802,ALB,Europe and Central Asia
156,Albania,2000,F,25,999,2.16,26.85,17.02,65.33,26.45,5.66,3.60,9.44,6.88,2.37,0.19,822,ALB,Europe and Central Asia
